< 0, 0, 0 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 78.8074, 0, 232.925 >
< 78.8074, 0, 232.925 >
< 78.8074, 0, 232.925 >
< 78.8074, 0, 232.925 >
< 78.8074, 0, 232.925 >
< 78.8074, 0, 232.925 >
< 78.8074, 0, 232.925 >
< 78.8074, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 234.035 >
< 79.7346, 0, 234.035 >
< 79.7346, 0, 234.035 >
< 79.7346, 0, 234.035 >
< 79.7346, 0, 234.035 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 79.7346, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 81.5889, 0, 232.925 >
< 82.516, 0, 232.925 >
< 82.516, 0, 232.925 >
< 84.3703, 0, 232.925 >
< 84.3703, 0, 232.925 >
< 84.3703, 0, 232.925 >
< 84.3703, 0, 232.925 >
< 85.2975, 0, 234.035 >
< 84.3703, 0, 232.925 >
< 81.5889, 0, 231.816 >
< 79.7346, 0, 231.816 >
< 78.8074, 0, 230.707 >
< 77.8803, 0, 230.707 >
< 76.026, 0, 229.598 >
< 76.026, 0, 229.598 >
< 77.8803, 0, 230.707 >
< 79.7346, 0, 230.707 >
< 79.7346, 0, 230.707 >
< 82.516, 0, 231.816 >
< 82.516, 0, 231.816 >
< 84.3703, 0, 231.816 >
< 85.2975, 0, 231.816 >
< 85.2975, 0, 232.925 >
< 86.2246, 0, 232.925 >
< 85.2975, 0, 231.816 >
< 84.3703, 0, 231.816 >
< 85.2975, 0, 231.816 >
< 85.2975, 0, 231.816 >
< 86.2246, 0, 232.925 >
< 85.2975, 0, 231.816 >
< 81.5889, 0, 230.707 >
< 78.8074, 0, 229.598 >
< 77.8803, 0, 229.598 >
< 76.026, 0, 228.489 >
< 75.0989, 0, 228.489 >
< 75.0989, 0, 227.38 >
< 73.2446, 0, 227.38 >
< 72.3174, 0, 227.38 >
< 70.4631, 0, 226.27 >
< 70.4631, 0, 226.27 >
< 69.536, 0, 226.27 >
< 69.536, 0, 225.161 >
< 69.536, 0, 226.27 >
< 72.3174, 0, 227.38 >
< 72.3174, 0, 227.38 >
< 62.1188, 0, 251.781 >
< 62.1188, 0, 252.891 >
< 62.1188, 0, 254 >
< 62.1188, 0, 254 >
< 62.1188, 0, 254 >
< 62.1188, 0, 255.109 >
< 63.046, 0, 255.109 >
< 63.046, 0, 256.218 >
< 63.046, 0, 256.218 >
< 64.9003, 0, 256.218 >
< 64.9003, 0, 257.327 >
< 64.9003, 0, 257.327 >
< 64.9003, 0, 257.327 >
< 64.9003, 0, 257.327 >
< 64.9003, 0, 257.327 >
< 65.8274, 0, 258.436 >
< 65.8274, 0, 258.436 >
< 65.8274, 0, 259.546 >
< 66.7545, 0, 259.546 >
< 66.7545, 0, 259.546 >
< 66.7545, 0, 259.546 >
< 68.6088, 0, 259.546 >
< 68.6088, 0, 259.546 >
< 68.6088, 0, 259.546 >
< 68.6088, 0, 260.655 >
< 68.6088, 0, 260.655 >
< 69.536, 0, 260.655 >
< 69.536, 0, 260.655 >
< 68.6088, 0, 260.655 >
< 66.7545, 0, 260.655 >
< 66.7545, 0, 260.655 >
< 66.7545, 0, 260.655 >
< 65.8274, 0, 260.655 >
< 64.9003, 0, 260.655 >
< 64.9003, 0, 260.655 >
< 64.9003, 0, 260.655 >
< 63.046, 0, 261.764 >
< 62.1188, 0, 262.873 >
< 60.2645, 0, 265.091 >
< 59.3374, 0, 265.091 >
< 62.1188, 0, 262.873 >
< 63.046, 0, 260.655 >
< 63.046, 0, 260.655 >
< 63.046, 0, 259.546 >
< 63.046, 0, 259.546 >
< 63.046, 0, 258.436 >
< 63.046, 0, 257.327 >
< 63.046, 0, 256.218 >
< 63.046, 0, 256.218 >
< 63.046, 0, 255.109 >
< 63.046, 0, 254 >
< 63.046, 0, 254 >
< 63.046, 0, 252.891 >
< 63.046, 0, 252.891 >
< 63.046, 0, 251.781 >
< 63.046, 0, 251.781 >
< 63.046, 0, 250.672 >
< 63.046, 0, 250.672 >
< 63.046, 0, 250.672 >
< 63.046, 0, 249.563 >
< 63.046, 0, 249.563 >
< 63.046, 0, 248.454 >
< 63.046, 0, 248.454 >
< 63.046, 0, 248.454 >
< 63.046, 0, 248.454 >
< 63.046, 0, 247.345 >
< 63.046, 0, 247.345 >
< 63.046, 0, 246.236 >
< 63.046, 0, 246.236 >
< 63.046, 0, 246.236 >
< 63.046, 0, 245.126 >
< 63.046, 0, 245.126 >
< 63.046, 0, 244.017 >
< 63.046, 0, 244.017 >
< 63.046, 0, 244.017 >
< 63.046, 0, 242.908 >
< 63.046, 0, 242.908 >
< 63.046, 0, 242.908 >
< 63.046, 0, 242.908 >
< 63.046, 0, 241.799 >
< 63.046, 0, 241.799 >
< 63.046, 0, 241.799 >
< 63.046, 0, 240.69 >
< 63.046, 0, 240.69 >
< 63.046, 0, 240.69 >
< 63.046, 0, 240.69 >
< 63.046, 0, 240.69 >
< 63.046, 0, 240.69 >
< 63.046, 0, 240.69 >
< 63.046, 0, 239.58 >
< 63.046, 0, 239.58 >
< 63.046, 0, 239.58 >
< 63.046, 0, 239.58 >
< 62.1188, 0, 238.471 >
< 62.1188, 0, 238.471 >
< 62.1188, 0, 238.471 >
< 63.046, 0, 238.471 >
< 63.046, 0, 238.471 >
< 63.046, 0, 237.362 >
< 62.1188, 0, 237.362 >
< 62.1188, 0, 237.362 >
< 63.046, 0, 237.362 >
< 63.046, 0, 237.362 >
< 63.046, 0, 237.362 >
< 63.046, 0, 237.362 >
< 62.1188, 0, 239.58 >
< 62.1188, 0, 238.471 >
< 60.2645, 0, 238.471 >
< 60.2645, 0, 238.471 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 59.3374, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 237.362 >
< 60.2645, 0, 236.253 >
< 60.2645, 0, 236.253 >
< 62.1188, 0, 236.253 >
< 62.1188, 0, 236.253 >
< 62.1188, 0, 236.253 >
< 62.1188, 0, 236.253 >
< 62.1188, 0, 237.362 >
< 62.1188, 0, 237.362 >
< 62.1188, 0, 237.362 >
< 63.046, 0, 237.362 >
< 63.046, 0, 237.362 >
< 63.046, 0, 237.362 >
< 64.9003, 0, 237.362 >
< 65.8274, 0, 237.362 >
< 66.7545, 0, 238.471 >
< 66.7545, 0, 238.471 >
< 68.6088, 0, 239.58 >
< 68.6088, 0, 239.58 >
< 68.6088, 0, 240.69 >
< 69.536, 0, 240.69 >
< 69.536, 0, 240.69 >
< 70.4631, 0, 241.799 >
< 70.4631, 0, 241.799 >
< 72.3174, 0, 241.799 >
< 72.3174, 0, 241.799 >
< 72.3174, 0, 241.799 >
< 73.2446, 0, 241.799 >
< 75.0989, 0, 241.799 >
< 75.0989, 0, 241.799 >
< 76.026, 0, 241.799 >
< 77.8803, 0, 241.799 >
< 77.8803, 0, 242.908 >
< 77.8803, 0, 241.799 >
< 77.8803, 0, 242.908 >
< 77.8803, 0, 242.908 >
< 78.8074, 0, 242.908 >
< 78.8074, 0, 242.908 >
< 78.8074, 0, 242.908 >
< 79.7346, 0, 242.908 >
< 79.7346, 0, 242.908 >
< 81.5889, 0, 242.908 >
< 82.516, 0, 242.908 >
< 82.516, 0, 242.908 >
< 82.516, 0, 244.017 >
< 84.3703, 0, 244.017 >
< 85.2975, 0, 244.017 >
< 85.2975, 0, 244.017 >
< 85.2975, 0, 245.126 >
< 85.2975, 0, 246.236 >
< 85.2975, 0, 246.236 >
< 85.2975, 0, 247.345 >
< 85.2975, 0, 247.345 >
< 85.2975, 0, 247.345 >
< 85.2975, 0, 248.454 >
< 85.2975, 0, 248.454 >
< 85.2975, 0, 248.454 >
< 86.2246, 0, 248.454 >
< 86.2246, 0, 248.454 >
< 88.0789, 0, 248.454 >
< 89.0061, 0, 248.454 >
< 89.9332, 0, 248.454 >
< 89.9332, 0, 248.454 >
< 91.7875, 0, 248.454 >
< 91.7875, 0, 248.454 >
< 91.7875, 0, 248.454 >
< 91.7875, 0, 248.454 >
< 91.7875, 0, 248.454 >
< 94.5689, 0, 248.454 >
< 94.5689, 0, 248.454 >
< 94.5689, 0, 249.563 >
< 94.5689, 0, 249.563 >
< 94.5689, 0, 250.672 >
< 94.5689, 0, 250.672 >
< 94.5689, 0, 251.781 >
< 94.5689, 0, 251.781 >
< 94.5689, 0, 251.781 >
< 94.5689, 0, 251.781 >
< 96.4232, 0, 251.781 >
< 98.2775, 0, 251.781 >
< 98.2775, 0, 251.781 >
< 98.2775, 0, 251.781 >
< 98.2775, 0, 251.781 >
< 100.132, 0, 251.781 >
< 100.132, 0, 251.781 >
< 101.059, 0, 251.781 >
< 101.059, 0, 251.781 >
< 103.84, 0, 252.891 >
< 104.768, 0, 254 >
< 106.622, 0, 254 >
< 107.549, 0, 254 >
< 107.549, 0, 254 >
< 107.549, 0, 254 >
< 109.403, 0, 255.109 >
< 112.185, 0, 257.327 >
< 113.112, 0, 257.327 >
< 113.112, 0, 257.327 >
< 114.039, 0, 257.327 >
< 114.039, 0, 257.327 >
< 114.039, 0, 257.327 >
< 115.893, 0, 257.327 >
< 115.893, 0, 257.327 >
< 115.893, 0, 257.327 >
< 115.893, 0, 257.327 >
< 118.675, 0, 257.327 >
< 118.675, 0, 257.327 >
< 118.675, 0, 257.327 >
< 118.675, 0, 257.327 >
< 118.675, 0, 257.327 >
< 118.675, 0, 257.327 >
< 118.675, 0, 257.327 >
< 118.675, 0, 257.327 >
< 119.602, 0, 257.327 >
< 121.456, 0, 258.436 >
< 125.165, 0, 259.546 >
< 75.0989, 0, 234.035 >
< 75.0989, 0, 232.925 >
< 75.0989, 0, 232.925 >
< 73.2446, 0, 232.925 >
< 73.2446, 0, 232.925 >
< 73.2446, 0, 232.925 >
< 73.2446, 0, 232.925 >
< 73.2446, 0, 232.925 >
< 73.2446, 0, 232.925 >
< 73.2446, 0, 232.925 >
< 72.3174, 0, 232.925 >
< 72.3174, 0, 232.925 >
< 70.4631, 0, 232.925 >
< 70.4631, 0, 232.925 >
< 69.536, 0, 232.925 >
< 69.536, 0, 232.925 >
< 69.536, 0, 232.925 >
< 68.6088, 0, 232.925 >
< 68.6088, 0, 232.925 >
< 64.9003, 0, 231.816 >
< 63.046, 0, 231.816 >
< 63.046, 0, 231.816 >
< 62.1188, 0, 232.925 >
< 62.1188, 0, 232.925 >
< 60.2645, 0, 232.925 >
< 62.1188, 0, 232.925 >
< 60.2645, 0, 234.035 >
< 60.2645, 0, 234.035 >
< 60.2645, 0, 234.035 >
< 59.3374, 0, 234.035 >
< 60.2645, 0, 234.035 >
< 59.3374, 0, 235.144 >
< 59.3374, 0, 235.144 >
< 59.3374, 0, 236.253 >
< 58.4102, 0, 236.253 >
< 58.4102, 0, 237.362 >
< 59.3374, 0, 237.362 >
< 58.4102, 0, 237.362 >
< 58.4102, 0, 237.362 >
< 58.4102, 0, 238.471 >
< 58.4102, 0, 238.471 >
< 58.4102, 0, 238.471 >
< 58.4102, 0, 239.58 >
< 58.4102, 0, 239.58 >
< 58.4102, 0, 239.58 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 241.799 >
< 58.4102, 0, 242.908 >
< 58.4102, 0, 242.908 >
< 56.5559, 0, 242.908 >
< 58.4102, 0, 244.017 >
< 58.4102, 0, 245.126 >
< 58.4102, 0, 245.126 >
< 58.4102, 0, 245.126 >
< 58.4102, 0, 245.126 >
< 58.4102, 0, 245.126 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 56.5559, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 54.7016, 0, 246.236 >
< 54.7016, 0, 245.126 >
< 56.5559, 0, 245.126 >
< 56.5559, 0, 245.126 >
< 56.5559, 0, 244.017 >
< 56.5559, 0, 244.017 >
< 56.5559, 0, 242.908 >
< 56.5559, 0, 242.908 >
< 56.5559, 0, 242.908 >
< 56.5559, 0, 242.908 >
< 56.5559, 0, 242.908 >
< 56.5559, 0, 242.908 >
< 56.5559, 0, 242.908 >
< 56.5559, 0, 242.908 >
< 56.5559, 0, 242.908 >
< 54.7016, 0, 241.799 >
< 54.7016, 0, 241.799 >
< 52.8473, 0, 241.799 >
< 51.9202, 0, 240.69 >
< 51.9202, 0, 240.69 >
< 51.9202, 0, 240.69 >
< 51.9202, 0, 240.69 >
< 51.9202, 0, 240.69 >
< 51.9202, 0, 240.69 >
< 51.9202, 0, 240.69 >
< 51.9202, 0, 240.69 >
< 51.9202, 0, 240.69 >
< 52.8473, 0, 240.69 >
< 52.8473, 0, 240.69 >
< 54.7016, 0, 240.69 >
< 54.7016, 0, 239.58 >
< 54.7016, 0, 239.58 >
< 56.5559, 0, 240.69 >
< 56.5559, 0, 239.58 >
< 56.5559, 0, 239.58 >
< 56.5559, 0, 239.58 >
< 56.5559, 0, 239.58 >
< 56.5559, 0, 239.58 >
< 56.5559, 0, 239.58 >
< 58.4102, 0, 239.58 >
< 58.4102, 0, 239.58 >
< 58.4102, 0, 239.58 >
< 59.3374, 0, 239.58 >
< 59.3374, 0, 239.58 >
< 59.3374, 0, 239.58 >
< 60.2645, 0, 239.58 >
< 60.2645, 0, 239.58 >
< 60.2645, 0, 239.58 >
< 60.2645, 0, 239.58 >
< 62.1188, 0, 239.58 >
< 62.1188, 0, 239.58 >
< 62.1188, 0, 239.58 >
< 63.046, 0, 239.58 >
< 63.046, 0, 239.58 >
< 63.046, 0, 239.58 >
< 64.9003, 0, 239.58 >
< 64.9003, 0, 239.58 >
< 64.9003, 0, 239.58 >
< 64.9003, 0, 239.58 >
< 65.8274, 0, 239.58 >
< 65.8274, 0, 239.58 >
< 65.8274, 0, 239.58 >
< 66.7545, 0, 239.58 >
< 66.7545, 0, 239.58 >
< 66.7545, 0, 239.58 >
< 68.6088, 0, 239.58 >
< 68.6088, 0, 239.58 >
< 68.6088, 0, 239.58 >
< 68.6088, 0, 239.58 >
< 68.6088, 0, 239.58 >
< 69.536, 0, 239.58 >
< 69.536, 0, 239.58 >
< 70.4631, 0, 239.58 >
< 70.4631, 0, 239.58 >
< 70.4631, 0, 239.58 >
< 70.4631, 0, 239.58 >
< 70.4631, 0, 239.58 >
< 72.3174, 0, 239.58 >
< 72.3174, 0, 239.58 >
< 72.3174, 0, 239.58 >
< 72.3174, 0, 239.58 >
< 73.2446, 0, 239.58 >
< 73.2446, 0, 239.58 >
< 75.0989, 0, 239.58 >
< 75.0989, 0, 239.58 >
< 75.0989, 0, 239.58 >
< 76.026, 0, 239.58 >
< 76.026, 0, 239.58 >
< 76.026, 0, 239.58 >
< 77.8803, 0, 239.58 >
< 77.8803, 0, 239.58 >
< 78.8074, 0, 239.58 >
< 78.8074, 0, 239.58 >
< 78.8074, 0, 239.58 >
< 79.7346, 0, 239.58 >
< 79.7346, 0, 239.58 >
< 79.7346, 0, 239.58 >
< 79.7346, 0, 239.58 >
< 81.5889, 0, 239.58 >
< 81.5889, 0, 239.58 >
< 81.5889, 0, 239.58 >
< 82.516, 0, 239.58 >
< 82.516, 0, 239.58 >
< 82.516, 0, 239.58 >
< 82.516, 0, 239.58 >
< 84.3703, 0, 239.58 >
< 84.3703, 0, 239.58 >
< 84.3703, 0, 239.58 >
< 85.2975, 0, 238.471 >
< 85.2975, 0, 238.471 >
< 86.2246, 0, 238.471 >
< 86.2246, 0, 238.471 >
< 86.2246, 0, 238.471 >
< 88.0789, 0, 238.471 >
< 88.0789, 0, 238.471 >
< 88.0789, 0, 238.471 >
< 89.0061, 0, 238.471 >
< 89.0061, 0, 238.471 >
< 89.9332, 0, 238.471 >
< 89.9332, 0, 238.471 >
< 89.9332, 0, 238.471 >
< 89.9332, 0, 238.471 >
< 91.7875, 0, 238.471 >
< 91.7875, 0, 238.471 >
< 91.7875, 0, 238.471 >
< 91.7875, 0, 238.471 >
< 91.7875, 0, 238.471 >
< 91.7875, 0, 238.471 >
< 94.5689, 0, 238.471 >
< 94.5689, 0, 238.471 >
< 94.5689, 0, 238.471 >
< 94.5689, 0, 238.471 >
< 94.5689, 0, 238.471 >
< 94.5689, 0, 238.471 >
< 98.2775, 0, 238.471 >
< 98.2775, 0, 238.471 >
< 98.2775, 0, 238.471 >
< 98.2775, 0, 238.471 >
< 98.2775, 0, 238.471 >
< 98.2775, 0, 238.471 >
< 98.2775, 0, 238.471 >
< 100.132, 0, 238.471 >
< 100.132, 0, 238.471 >
< 100.132, 0, 238.471 >
< 101.059, 0, 238.471 >
< 101.059, 0, 238.471 >
< 101.059, 0, 238.471 >
< 102.913, 0, 238.471 >
< 102.913, 0, 238.471 >
< 102.913, 0, 238.471 >
< 102.913, 0, 238.471 >
< 103.84, 0, 238.471 >
< 103.84, 0, 238.471 >
< 103.84, 0, 238.471 >
< 104.768, 0, 238.471 >
< 104.768, 0, 238.471 >
< 104.768, 0, 238.471 >
< 106.622, 0, 238.471 >
< 106.622, 0, 238.471 >
< 106.622, 0, 238.471 >
< 106.622, 0, 238.471 >
< 106.622, 0, 238.471 >
< 106.622, 0, 238.471 >
< 106.622, 0, 238.471 >
< 106.622, 0, 238.471 >
< 107.549, 0, 238.471 >
< 107.549, 0, 238.471 >
< 109.403, 0, 238.471 >
< 109.403, 0, 238.471 >
< 109.403, 0, 238.471 >
< 109.403, 0, 238.471 >
< 112.185, 0, 238.471 >
< 112.185, 0, 238.471 >
< 113.112, 0, 238.471 >
< 113.112, 0, 237.362 >
< 113.112, 0, 237.362 >
< 114.039, 0, 237.362 >
< 114.039, 0, 237.362 >
< 114.039, 0, 237.362 >
< 114.039, 0, 237.362 >
< 115.893, 0, 237.362 >
< 115.893, 0, 237.362 >
< 115.893, 0, 237.362 >
< 115.893, 0, 237.362 >
< 115.893, 0, 237.362 >
< 118.675, 0, 237.362 >
< 118.675, 0, 237.362 >
< 118.675, 0, 237.362 >
< 118.675, 0, 237.362 >
< 118.675, 0, 237.362 >
< 118.675, 0, 237.362 >
< 118.675, 0, 237.362 >
< 119.602, 0, 237.362 >
< 119.602, 0, 237.362 >
< 119.602, 0, 237.362 >
< 119.602, 0, 237.362 >
< 121.456, 0, 237.362 >
< 121.456, 0, 237.362 >
< 121.456, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 122.383, 0, 237.362 >
< 125.165, 0, 237.362 >
< 125.165, 0, 237.362 >
< 125.165, 0, 237.362 >
< 125.165, 0, 236.253 >
< 126.092, 0, 236.253 >
< 127.946, 0, 236.253 >
< 127.946, 0, 236.253 >
< 128.873, 0, 236.253 >
< 130.728, 0, 236.253 >
< 131.655, 0, 236.253 >
< 131.655, 0, 236.253 >
< 132.582, 0, 236.253 >
< 132.582, 0, 236.253 >
< 134.436, 0, 235.144 >
< 134.436, 0, 235.144 >
< 135.363, 0, 235.144 >
< 135.363, 0, 235.144 >
< 137.218, 0, 235.144 >
< 137.218, 0, 235.144 >
< 138.145, 0, 235.144 >
< 140.926, 0, 235.144 >
< 141.853, 0, 235.144 >
< 141.853, 0, 235.144 >
< 141.853, 0, 235.144 >
< 141.853, 0, 235.144 >
< 143.708, 0, 235.144 >
< 143.708, 0, 235.144 >
< 143.708, 0, 234.035 >
< 145.562, 0, 225.161 >
< 143.708, 0, 222.943 >
< 143.708, 0, 222.943 >
< 143.708, 0, 222.943 >
< 137.218, 0, 222.943 >
< 137.218, 0, 222.943 >
< 137.218, 0, 222.943 >
< 137.218, 0, 222.943 >
< 135.363, 0, 222.943 >
< 135.363, 0, 222.943 >
< 134.436, 0, 222.943 >
< 132.582, 0, 224.052 >
< 132.582, 0, 224.052 >
< 127.946, 0, 222.943 >
< 125.165, 0, 224.052 >
< 122.383, 0, 224.052 >
< 121.456, 0, 224.052 >
< 121.456, 0, 224.052 >
< 118.675, 0, 225.161 >
< 118.675, 0, 225.161 >
< 115.893, 0, 225.161 >
< 114.039, 0, 225.161 >
< 109.403, 0, 226.27 >
< 107.549, 0, 226.27 >
< 106.622, 0, 226.27 >
< 104.768, 0, 226.27 >
< 103.84, 0, 226.27 >
< 102.913, 0, 226.27 >
< 101.059, 0, 226.27 >
< 100.132, 0, 227.38 >
< 98.2775, 0, 227.38 >
< 98.2775, 0, 228.489 >
< 98.2775, 0, 228.489 >
< 96.4232, 0, 229.598 >
< 94.5689, 0, 229.598 >
< 94.5689, 0, 230.707 >
< 91.7875, 0, 230.707 >
< 91.7875, 0, 230.707 >
< 89.9332, 0, 231.816 >
< 89.9332, 0, 231.816 >
< 88.0789, 0, 232.925 >
< 88.0789, 0, 232.925 >
< 86.2246, 0, 234.035 >
< 85.2975, 0, 234.035 >
< 85.2975, 0, 234.035 >
< 84.3703, 0, 235.144 >
< 82.516, 0, 235.144 >
< 81.5889, 0, 236.253 >
< 79.7346, 0, 236.253 >
< 78.8074, 0, 236.253 >
< 78.8074, 0, 236.253 >
< 76.026, 0, 236.253 >
< 75.0989, 0, 237.362 >
< 75.0989, 0, 237.362 >
< 75.0989, 0, 237.362 >
< 73.2446, 0, 237.362 >
< 72.3174, 0, 237.362 >
< 69.536, 0, 237.362 >
< 68.6088, 0, 237.362 >
< 68.6088, 0, 237.362 >
< 68.6088, 0, 237.362 >
< 68.6088, 0, 238.471 >
< 66.7545, 0, 238.471 >
< 65.8274, 0, 238.471 >
< 65.8274, 0, 238.471 >
< 63.046, 0, 238.471 >
< 63.046, 0, 238.471 >
< 62.1188, 0, 238.471 >
< 60.2645, 0, 238.471 >
< 60.2645, 0, 239.58 >
< 59.3374, 0, 239.58 >
< 59.3374, 0, 239.58 >
< 56.5559, 0, 237.362 >
< 56.5559, 0, 237.362 >
< 54.7016, 0, 236.253 >
< 56.5559, 0, 237.362 >
< 56.5559, 0, 238.471 >
< 56.5559, 0, 238.471 >
< 56.5559, 0, 239.58 >
< 58.4102, 0, 239.58 >
< 58.4102, 0, 239.58 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 240.69 >
< 58.4102, 0, 241.799 >
< 59.3374, 0, 241.799 >
< 59.3374, 0, 241.799 >
< 59.3374, 0, 241.799 >
< 59.3374, 0, 242.908 >
< 62.1188, 0, 244.017 >
< 60.2645, 0, 244.017 >
< 60.2645, 0, 245.126 >
< 60.2645, 0, 245.126 >
< 59.3374, 0, 246.236 >
< 59.3374, 0, 246.236 >
< 60.2645, 0, 246.236 >
< 60.2645, 0, 246.236 >
< 60.2645, 0, 247.345 >
< 59.3374, 0, 248.454 >
< 59.3374, 0, 248.454 >
< 59.3374, 0, 248.454 >
< 59.3374, 0, 248.454 >
< 59.3374, 0, 248.454 >
< 59.3374, 0, 249.563 >
